"","lang","word","sentiment","value"
"2065","english","supreme","positive",1
"2066","english","supremely","positive",1
"2067","english","surety","positive",1
"2068","english","surmise","positive",1
"2069","english","surpassing","positive",1
"2070","english","surprise","positive",1
"2071","english","surround","positive",1
"2072","english","surveying","positive",1
"2073","english","survive","positive",1
"2074","english","swear","positive",1
"2075","english","sweet","positive",1
"2076","english","sweetheart","positive",1
"2077","english","sweetie","positive",1
"2078","english","sweetness","positive",1
"2079","english","sweets","positive",1
"2080","english","swift","positive",1
"2081","english","swim","positive",1
"2082","english","symbolic","positive",1
"2083","english","symmetrical","positive",1
"2084","english","symmetry","positive",1
"2085","english","sympathetic","positive",1
"2086","english","sympathy","positive",1
"2087","english","symphony","positive",1
"2088","english","synchronize","positive",1
"2089","english","synergistic","positive",1
"2090","english","synod","positive",1
"2091","english","synonymous","positive",1
"2092","english","tact","positive",1
"2093","english","tale","positive",1
"2094","english","talent","positive",1
"2095","english","talisman","positive",1
"2096","english","talk","positive",1
"2097","english","tanned","positive",1
"2098","english","tantalizing","positive",1
"2099","english","task","positive",1
"2100","english","tasteful","positive",1
"2101","english","tasty","positive",1
"2102","english","teach","positive",1
"2103","english","teacher","positive",1
"2104","english","technology","positive",1
"2105","english","teens","positive",1
"2106","english","temperance","positive",1
"2107","english","tempered","positive",1
"2108","english","tenable","positive",1
"2109","english","tenacious","positive",1
"2110","english","tenacity","positive",1
"2111","english","tenancy","positive",1
"2112","english","tenant","positive",1
"2113","english","tender","positive",1
"2114","english","tenderness","positive",1
"2115","english","thankful","positive",1
"2116","english","thanksgiving","positive",1
"2117","english","theoretical","positive",1
"2118","english","therapeutic","positive",1
"2119","english","therapeutics","positive",1
"2120","english","thinker","positive",1
"2121","english","thoroughbred","positive",1
"2122","english","thoughtful","positive",1
"2123","english","thoughtfulness","positive",1
"2124","english","thrift","positive",1
"2125","english","thrill","positive",1
"2126","english","thrilling","positive",1
"2127","english","thriving","positive",1
"2128","english","throne","positive",1
"2129","english","tickle","positive",1
"2130","english","tiling","positive",1
"2131","english","timely","positive",1
"2132","english","tinsel","positive",1
"2133","english","title","positive",1
"2134","english","toast","positive",1
"2135","english","tolerant","positive",1
"2136","english","toleration","positive",1
"2137","english","top","positive",1
"2138","english","toughness","positive",1
"2139","english","tower","positive",1
"2140","english","towering","positive",1
"2141","english","traditional","positive",1
"2142","english","tranquil","positive",1
"2143","english","tranquility","positive",1
"2144","english","transcendence","positive",1
"2145","english","transcendental","positive",1
"2146","english","traveling","positive",1
"2147","english","treasure","positive",1
"2148","english","treat","positive",1
"2149","english","tree","positive",1
"2150","english","tremendously","positive",1
"2151","english","trend","positive",1
"2152","english","trendy","positive",1
"2153","english","tributary","positive",1
"2154","english","tribute","positive",1
"2155","english","trig","positive",1
"2156","english","triumph","positive",1
"2157","english","triumphant","positive",1
"2158","english","trophy","positive",1
"2159","english","truce","positive",1
"2160","english","TRUE","positive",1
"2161","english","trusty","positive",1
"2162","english","truth","positive",1
"2163","english","truthfulness","positive",1
"2164","english","tutelage","positive",1
"2165","english","tutor","positive",1
"2166","english","twin","positive",1
"2167","english","twinkle","positive",1
"2168","english","ultimately","positive",1
"2169","english","umpire","positive",1
"2170","english","unanimity","positive",1
"2171","english","unanimous","positive",1
"2172","english","unassuming","positive",1
"2173","english","unbeaten","positive",1
"2174","english","unbiased","positive",1
"2175","english","unbreakable","positive",1
"2176","english","unbridled","positive",1
"2177","english","unbroken","positive",1
"2178","english","unconstrained","positive",1
"2179","english","underline","positive",1
"2180","english","understanding","positive",1
"2181","english","underwrite","positive",1
"2182","english","undivided","positive",1
"2183","english","undying","positive",1
"2184","english","unequivocally","positive",1
"2185","english","unexpected","positive",1
"2186","english","unfold","positive",1
"2187","english","unification","positive",1
"2188","english","uniformly","positive",1
"2189","english","unimaginable","positive",1
"2190","english","uninfected","positive",1
"2191","english","unique","positive",1
"2192","english","unison","positive",1
"2193","english","unitary","positive",1
"2194","english","united","positive",1
"2195","english","unity","positive",1
"2196","english","university","positive",1
"2197","english","unlimited","positive",1
"2198","english","unpretentious","positive",1
"2199","english","unquestionable","positive",1
"2200","english","unquestionably","positive",1
"2201","english","unquestioned","positive",1
"2202","english","unscathed","positive",1
"2203","english","unselfish","positive",1
"2204","english","unsurpassed","positive",1
"2205","english","untie","positive",1
"2206","english","unwavering","positive",1
"2207","english","uphill","positive",1
"2208","english","uplift","positive",1
"2209","english","upright","positive",1
"2210","english","usefulness","positive",1
"2211","english","usher","positive",1
"2212","english","usual","positive",1
"2213","english","utility","positive",1
"2214","english","utopian","positive",1
"2215","english","vacation","positive",1
"2216","english","vaccine","positive",1
"2217","english","valiant","positive",1
"2218","english","valor","positive",1
"2219","english","valuable","positive",1
"2220","english","vanguard","positive",1
"2221","english","vanquish","positive",1
"2222","english","velvet","positive",1
"2223","english","velvety","positive",1
"2224","english","venerable","positive",1
"2225","english","veneration","positive",1
"2226","english","veracity","positive",1
"2227","english","verdant","positive",1
"2228","english","verification","positive",1
"2229","english","verified","positive",1
"2230","english","verily","positive",1
"2231","english","veritable","positive",1
"2232","english","vernal","positive",1
"2233","english","verve","positive",1
"2234","english","veteran","positive",1
"2235","english","vicar","positive",1
"2236","english","victor","positive",1
"2237","english","victorious","positive",1
"2238","english","victory","positive",1
"2239","english","vigilance","positive",1
"2240","english","vigilant","positive",1
"2241","english","vigor","positive",1
"2242","english","vigorous","positive",1
"2243","english","villager","positive",1
"2244","english","vindicated","positive",1
"2245","english","vindication","positive",1
"2246","english","virgin","positive",1
"2247","english","virginity","positive",1
"2248","english","virtue","positive",1
"2249","english","virtuous","positive",1
"2250","english","vision","positive",1
"2251","english","visionary","positive",1
"2252","english","visit","positive",1
"2253","english","visitor","positive",1
"2254","english","vital","positive",1
"2255","english","vitality","positive",1
"2256","english","vivacious","positive",1
"2257","english","vivid","positive",1
"2258","english","vocabulary","positive",1
"2259","english","volunteer","positive",1
"2260","english","voluptuous","positive",1
"2261","english","vote","positive",1
"2262","english","vouch","positive",1
"2263","english","vow","positive",1
"2264","english","wages","positive",1
"2265","english","warranty","positive",1
"2266","english","warrior","positive",1
"2267","english","watchdog","positive",1
"2268","english","watchful","positive",1
"2269","english","watchman","positive",1
"2270","english","waterproof","positive",1
"2271","english","wealth","positive",1
"2272","english","weatherproof","positive",1
"2273","english","weight","positive",1
"2274","english","welcomed","positive",1
"2275","english","white","positive",1
"2276","english","whiteness","positive",1
"2277","english","wholesome","positive",1
"2278","english","wicket","positive",1
"2279","english","widespread","positive",1
"2280","english","willingly","positive",1
"2281","english","willingness","positive",1
"2282","english","windfall","positive",1
"2283","english","winner","positive",1
"2284","english","winning","positive",1
"2285","english","winnings","positive",1
"2286","english","wireless","positive",1
"2287","english","wis","positive",1
"2288","english","wisdom","positive",1
"2289","english","wise","positive",1
"2290","english","wit","positive",1
"2291","english","withstand","positive",1
"2292","english","wits","positive",1
"2293","english","witty","positive",1
"2294","english","wizard","positive",1
"2295","english","womb","positive",1
"2296","english","wonderful","positive",1
"2297","english","wonderfully","positive",1
"2298","english","wondrous","positive",1
"2299","english","word","positive",1
"2300","english","working","positive",1
"2301","english","worship","positive",1
"2302","english","worth","positive",1
"2303","english","worthy","positive",1
"2304","english","wot","positive",1
"2305","english","writer","positive",1
"2306","english","yearning","positive",1
"2307","english","young","positive",1
"2308","english","younger","positive",1
"2309","english","youth","positive",1
"2310","english","zeal","positive",1
"2311","english","zealous","positive",1
"2312","english","zest","positive",1
"2313","english","abandon","negative",1
"2314","english","abandoned","negative",1
"2315","english","abandonment","negative",1
"2316","english","abduction","negative",1
"2317","english","aberrant","negative",1
"2318","english","aberration","negative",1
"2319","english","abhor","negative",1
"2320","english","abhorrent","negative",1
"2321","english","abject","negative",1
"2322","english","abnormal","negative",1
"2323","english","abolish","negative",1
"2324","english","abolition","negative",1
"2325","english","abominable","negative",1
"2326","english","abomination","negative",1
"2327","english","abort","negative",1
"2328","english","abortion","negative",1
"2329","english","abortive","negative",1
"2330","english","abrasion","negative",1
"2331","english","abrogate","negative",1
"2332","english","abscess","negative",1
"2333","english","absence","negative",1
"2334","english","absent","negative",1
"2335","english","absentee","negative",1
"2336","english","absenteeism","negative",1
"2337","english","absurd","negative",1
"2338","english","absurdity","negative",1
"2339","english","abundance","negative",1
"2340","english","abuse","negative",1
"2341","english","abysmal","negative",1
"2342","english","abyss","negative",1
"2343","english","accident","negative",1
"2344","english","accidental","negative",1
"2345","english","accursed","negative",1
"2346","english","accusation","negative",1
"2347","english","accusative","negative",1
"2348","english","accused","negative",1
"2349","english","accuser","negative",1
"2350","english","accusing","negative",1
"2351","english","ache","negative",1
"2352","english","aching","negative",1
"2353","english","acid","negative",1
"2354","english","actionable","negative",1
"2355","english","adder","negative",1
"2356","english","addiction","negative",1
"2357","english","adipose","negative",1
"2358","english","adjudicate","negative",1
"2359","english","admonition","negative",1
"2360","english","adrift","negative",1
"2361","english","adulterated","negative",1
"2362","english","adultery","negative",1
"2363","english","adversary","negative",1
"2364","english","adverse","negative",1
"2365","english","adversity","negative",1
"2366","english","afflict","negative",1
"2367","english","afflicted","negative",1
"2368","english","affliction","negative",1
"2369","english","affront","negative",1
"2370","english","afraid","negative",1
"2371","english","aftermath","negative",1
"2372","english","aftertaste","negative",1
"2373","english","aggravated","negative",1
"2374","english","aggravating","negative",1
"2375","english","aggravation","negative",1
"2376","english","aggression","negative",1
"2377","english","aggressive","negative",1
"2378","english","aggressor","negative",1
"2379","english","aghast","negative",1
"2380","english","agitated","negative",1
"2381","english","agitation","negative",1
"2382","english","agonizing","negative",1
"2383","english","agony","negative",1
"2384","english","aground","negative",1
"2385","english","ail","negative",1
"2386","english","ailing","negative",1
"2387","english","aimless","negative",1
"2388","english","airs","negative",1
"2389","english","alarm","negative",1
"2390","english","alarming","negative",1
"2391","english","alcoholism","negative",1
"2392","english","alien","negative",1
"2393","english","alienate","negative",1
"2394","english","alienated","negative",1
"2395","english","alienation","negative",1
"2396","english","alimony","negative",1
"2397","english","allegation","negative",1
"2398","english","allege","negative",1
"2399","english","aloof","negative",1
"2400","english","altercation","negative",1
"2401","english","ambiguous","negative",1
"2402","english","ambush","negative",1
"2403","english","amnesia","negative",1
"2404","english","amphetamines","negative",1
"2405","english","anaconda","negative",1
"2406","english","anal","negative",1
"2407","english","anarchism","negative",1
"2408","english","anarchist","negative",1
"2409","english","anarchy","negative",1
"2410","english","anathema","negative",1
"2411","english","ancient","negative",1
"2412","english","anger","negative",1
"2413","english","angina","negative",1
"2414","english","angling","negative",1
"2415","english","angry","negative",1
"2416","english","anguish","negative",1
"2417","english","animosity","negative",1
"2418","english","animus","negative",1
"2419","english","annihilate","negative",1
"2420","english","annihilated","negative",1
"2421","english","annihilation","negative",1
"2422","english","annoy","negative",1
"2423","english","annoyance","negative",1
"2424","english","annoying","negative",1
"2425","english","annul","negative",1
"2426","english","annulment","negative",1
"2427","english","anomaly","negative",1
"2428","english","anonymous","negative",1
"2429","english","antagonism","negative",1
"2430","english","antagonist","negative",1
"2431","english","antagonistic","negative",1
"2432","english","anthrax","negative",1
"2433","english","antichrist","negative",1
"2434","english","antipathy","negative",1
"2435","english","antiquated","negative",1
"2436","english","antisocial","negative",1
"2437","english","antithesis","negative",1
"2438","english","anxiety","negative",1
"2439","english","anxious","negative",1
"2440","english","apache","negative",1
"2441","english","apathetic","negative",1
"2442","english","apathy","negative",1
"2443","english","aphid","negative",1
"2444","english","appalling","negative",1
"2445","english","appendicitis","negative",1
"2446","english","apprehension","negative",1
"2447","english","apprehensive","negative",1
"2448","english","appropriation","negative",1
"2449","english","archaic","negative",1
"2450","english","arduous","negative",1
"2451","english","argue","negative",1
"2452","english","argument","negative",1
"2453","english","argumentative","negative",1
"2454","english","arid","negative",1
"2455","english","armaments","negative",1
"2456","english","armed","negative",1
"2457","english","arraignment","negative",1
"2458","english","arrears","negative",1
"2459","english","arrest","negative",1
"2460","english","arrogance","negative",1
"2461","english","arrogant","negative",1
"2462","english","arsenic","negative",1
"2463","english","arson","negative",1
"2464","english","artillery","negative",1
"2465","english","ash","negative",1
"2466","english","ashamed","negative",1
"2467","english","ashes","negative",1
"2468","english","ass","negative",1
"2469","english","assail","negative",1
"2470","english","assailant","negative",1
"2471","english","assassin","negative",1
"2472","english","assassinate","negative",1
"2473","english","assassination","negative",1
"2474","english","assault","negative",1
"2475","english","asshole","negative",1
"2476","english","astray","negative",1
"2477","english","astringent","negative",1
"2478","english","asylum","negative",1
"2479","english","atheism","negative",1
"2480","english","atherosclerosis","negative",1
"2481","english","atrocious","negative",1
"2482","english","atrocity","negative",1
"2483","english","atrophy","negative",1
"2484","english","attack","negative",1
"2485","english","attacking","negative",1
"2486","english","attenuated","negative",1
"2487","english","attenuation","negative",1
"2488","english","audacity","negative",1
"2489","english","austere","negative",1
"2490","english","austerity","negative",1
"2491","english","autocratic","negative",1
"2492","english","autopsy","negative",1
"2493","english","avalanche","negative",1
"2494","english","avarice","negative",1
"2495","english","avenger","negative",1
"2496","english","averse","negative",1
"2497","english","aversion","negative",1
"2498","english","avoid","negative",1
"2499","english","avoidance","negative",1
"2500","english","awful","negative",1
"2501","english","awkwardness","negative",1
"2502","english","awry","negative",1
"2503","english","babble","negative",1
"2504","english","babbling","negative",1
"2505","english","baboon","negative",1
"2506","english","backward","negative",1
"2507","english","backwards","negative",1
"2508","english","backwater","negative",1
"2509","english","bacteria","negative",1
"2510","english","bacterium","negative",1
"2511","english","bad","negative",1
"2512","english","badger","negative",1
"2513","english","badly","negative",1
"2514","english","badness","negative",1
"2515","english","bailiff","negative",1
"2516","english","bait","negative",1
"2517","english","bale","negative",1
"2518","english","balk","negative",1
"2519","english","balm","negative",1
"2520","english","ban","negative",1
"2521","english","bandit","negative",1
"2522","english","bane","negative",1
"2523","english","bang","negative",1
"2524","english","banger","negative",1
"2525","english","banish","negative",1
"2526","english","banished","negative",1
"2527","english","banishment","negative",1
"2528","english","bankrupt","negative",1
"2529","english","bankruptcy","negative",1
"2530","english","banshee","negative",1
"2531","english","barb","negative",1
"2532","english","barbarian","negative",1
"2533","english","barbaric","negative",1
"2534","english","barbarism","negative",1
"2535","english","bark","negative",1
"2536","english","barred","negative",1
"2537","english","barren","negative",1
"2538","english","barricade","negative",1
"2539","english","barrier","negative",1
"2540","english","baseless","negative",1
"2541","english","bastard","negative",1
"2542","english","batter","negative",1
"2543","english","battered","negative",1
"2544","english","battery","negative",1
"2545","english","battle","negative",1
"2546","english","battled","negative",1
"2547","english","battlefield","negative",1
"2548","english","bawdy","negative",1
"2549","english","bayonet","negative",1
"2550","english","bearer","negative",1
"2551","english","beast","negative",1
"2552","english","beastly","negative",1
"2553","english","beating","negative",1
"2554","english","befall","negative",1
"2555","english","beg","negative",1
"2556","english","beggar","negative",1
"2557","english","begging","negative",1
"2558","english","behemoth","negative",1
"2559","english","beholden","negative",1
"2560","english","belated","negative",1
"2561","english","belittle","negative",1
"2562","english","belligerent","negative",1
"2563","english","belt","negative",1
"2564","english","bender","negative",1
"2565","english","bereaved","negative",1
"2566","english","bereavement","negative",1
"2567","english","bereft","negative",1
"2568","english","berserk","negative",1
"2569","english","bestial","negative",1
"2570","english","betray","negative",1
"2571","english","betrayal","negative",1
"2572","english","beware","negative",1
"2573","english","bewildered","negative",1
"2574","english","bias","negative",1
"2575","english","biased","negative",1
"2576","english","bickering","negative",1
"2577","english","bier","negative",1
"2578","english","bigot","negative",1
"2579","english","bigoted","negative",1
"2580","english","bile","negative",1
"2581","english","biopsy","negative",1
"2582","english","birch","negative",1
"2583","english","birthplace","negative",1
"2584","english","bitch","negative",1
"2585","english","bite","negative",1
"2586","english","bitterly","negative",1
"2587","english","bitterness","negative",1
"2588","english","bizarre","negative",1
"2589","english","black","negative",1
"2590","english","blackjack","negative",1
"2591","english","blackmail","negative",1
"2592","english","blackness","negative",1
"2593","english","blame","negative",1
"2594","english","bland","negative",1
"2595","english","blasphemous","negative",1
"2596","english","blasphemy","negative",1
"2597","english","blast","negative",1
"2598","english","blatant","negative",1
"2599","english","blather","negative",1
"2600","english","blaze","negative",1
"2601","english","bleak","negative",1
"2602","english","bleeding","negative",1
"2603","english","blemish","negative",1
"2604","english","blight","negative",1
"2605","english","blighted","negative",1
"2606","english","blind","negative",1
"2607","english","blinded","negative",1
"2608","english","blindly","negative",1
"2609","english","blindness","negative",1
"2610","english","blister","negative",1
"2611","english","bloated","negative",1
"2612","english","blob","negative",1
"2613","english","blockade","negative",1
"2614","english","bloodshed","negative",1
"2615","english","bloodthirsty","negative",1
"2616","english","bloody","negative",1
"2617","english","blot","negative",1
"2618","english","blower","negative",1
"2619","english","blowout","negative",1
"2620","english","blues","negative",1
"2621","english","bluff","negative",1
"2622","english","blunder","negative",1
"2623","english","blur","negative",1
"2624","english","blurred","negative",1
"2625","english","blush","negative",1
"2626","english","boast","negative",1
"2627","english","boasting","negative",1
"2628","english","bog","negative",1
"2629","english","bogus","negative",1
"2630","english","boil","negative",1
"2631","english","boilerplate","negative",1
"2632","english","boisterous","negative",1
"2633","english","bomb","negative",1
"2634","english","bombard","negative",1
"2635","english","bombardment","negative",1
"2636","english","bombed","negative",1
"2637","english","bondage","negative",1
"2638","english","bonds","negative",1
"2639","english","boo","negative",1
"2640","english","booby","negative",1
"2641","english","bookworm","negative",1
"2642","english","booze","negative",1
"2643","english","bore","negative",1
"2644","english","boredom","negative",1
"2645","english","boring","negative",1
"2646","english","borrower","negative",1
"2647","english","bother","negative",1
"2648","english","bothering","negative",1
"2649","english","bottom","negative",1
"2650","english","bound","negative",1
"2651","english","bout","negative",1
"2652","english","bovine","negative",1
"2653","english","boy","negative",1
"2654","english","boycott","negative",1
"2655","english","brag","negative",1
"2656","english","brandy","negative",1
"2657","english","bravado","negative",1
"2658","english","brawl","negative",1
"2659","english","brazen","negative",1
"2660","english","breach","negative",1
"2661","english","breakdown","negative",1
"2662","english","breakneck","negative",1
"2663","english","breakup","negative",1
"2664","english","bribe","negative",1
"2665","english","bribery","negative",1
"2666","english","brigade","negative",1
"2667","english","brimstone","negative",1
"2668","english","bristle","negative",1
"2669","english","broadside","negative",1
"2670","english","broil","negative",1
"2671","english","broke","negative",1
"2672","english","broken","negative",1
"2673","english","brothel","negative",1
"2674","english","bruise","negative",1
"2675","english","brunt","negative",1
"2676","english","brutal","negative",1
"2677","english","brutality","negative",1
"2678","english","brute","negative",1
"2679","english","buck","negative",1
"2680","english","buffet","negative",1
"2681","english","bug","negative",1
"2682","english","bugaboo","negative",1
"2683","english","bulbous","negative",1
"2684","english","bully","negative",1
"2685","english","bum","negative",1
"2686","english","bummer","negative",1
"2687","english","burdensome","negative",1
"2688","english","bureaucracy","negative",1
"2689","english","bureaucrat","negative",1
"2690","english","burglar","negative",1
"2691","english","burglary","negative",1
"2692","english","burial","negative",1
"2693","english","buried","negative",1
"2694","english","burke","negative",1
"2695","english","burnt","negative",1
"2696","english","busted","negative",1
"2697","english","butcher","negative",1
"2698","english","butt","negative",1
"2699","english","buzzed","negative",1
"2700","english","cabal","negative",1
"2701","english","cacophony","negative",1
"2702","english","cad","negative",1
"2703","english","cadaver","negative",1
"2704","english","cage","negative",1
"2705","english","calculating","negative",1
"2706","english","callous","negative",1
"2707","english","calls","negative",1
"2708","english","campaigning","negative",1
"2709","english","cancel","negative",1
"2710","english","cancer","negative",1
"2711","english","canker","negative",1
"2712","english","cannibal","negative",1
"2713","english","cannibalism","negative",1
"2714","english","cannon","negative",1
"2715","english","captive","negative",1
"2716","english","captivity","negative",1
"2717","english","captor","negative",1
"2718","english","capture","negative",1
"2719","english","carcass","negative",1
"2720","english","carcinoma","negative",1
"2721","english","cardiomyopathy","negative",1
"2722","english","carelessness","negative",1
"2723","english","caricature","negative",1
"2724","english","caries","negative",1
"2725","english","carnage","negative",1
"2726","english","carnal","negative",1
"2727","english","carnivorous","negative",1
"2728","english","cartel","negative",1
"2729","english","case","negative",1
"2730","english","casket","negative",1
"2731","english","caste","negative",1
"2732","english","casualty","negative",1
"2733","english","cataract","negative",1
"2734","english","catastrophe","negative",1
"2735","english","catheter","negative",1
"2736","english","caution","negative",1
"2737","english","cede","negative",1
"2738","english","celebrity","negative",1
"2739","english","cemetery","negative",1
"2740","english","censor","negative",1
"2741","english","censure","negative",1
"2742","english","cess","negative",1
"2743","english","cessation","negative",1
"2744","english","chaff","negative",1
"2745","english","chafing","negative",1
"2746","english","chagrin","negative",1
"2747","english","challenge","negative",1
"2748","english","chaos","negative",1
"2749","english","chaotic","negative",1
"2750","english","charade","negative",1
"2751","english","chargeable","negative",1
"2752","english","charmed","negative",1
"2753","english","chase","negative",1
"2754","english","chastisement","negative",1
"2755","english","chatty","negative",1
"2756","english","cheap","negative",1
"2757","english","cheat","negative",1
"2758","english","cheesecake","negative",1
"2759","english","chicane","negative",1
"2760","english","childish","negative",1
"2761","english","chilly","negative",1
"2762","english","chloroform","negative",1
"2763","english","choke","negative",1
"2764","english","cholera","negative",1
"2765","english","chop","negative",1
"2766","english","chore","negative",1
"2767","english","chronic","negative",1
"2768","english","cigarette","negative",1
"2769","english","circumvention","negative",1
"2770","english","clamor","negative",1
"2771","english","clash","negative",1
"2772","english","clashing","negative",1
"2773","english","claw","negative",1
"2774","english","cloister","negative",1
"2775","english","clouded","negative",1
"2776","english","cloudiness","negative",1
"2777","english","clump","negative",1
"2778","english","clumsy","negative",1
"2779","english","cocaine","negative",1
"2780","english","coerce","negative",1
"2781","english","coercion","negative",1
"2782","english","coffin","negative",1
"2783","english","cold","negative",1
"2784","english","coldly","negative",1
"2785","english","coldness","negative",1
"2786","english","colic","negative",1
"2787","english","collapse","negative",1
"2788","english","collision","negative",1
"2789","english","collusion","negative",1
"2790","english","coma","negative",1
"2791","english","comatose","negative",1
"2792","english","combat","negative",1
"2793","english","combatant","negative",1
"2794","english","combative","negative",1
"2795","english","committal","negative",1
"2796","english","commotion","negative",1
"2797","english","communism","negative",1
"2798","english","communist","negative",1
"2799","english","competition","negative",1
"2800","english","complain","negative",1
"2801","english","complaint","negative",1
"2802","english","complexed","negative",1
"2803","english","complexity","negative",1
"2804","english","complicate","negative",1
"2805","english","complicated","negative",1
"2806","english","complication","negative",1
"2807","english","complicity","negative",1
"2808","english","compost","negative",1
"2809","english","compulsion","negative",1
"2810","english","compulsory","negative",1
"2811","english","conceal","negative",1
"2812","english","concealed","negative",1
"2813","english","concealment","negative",1
"2814","english","conceit","negative",1
"2815","english","conceited","negative",1
"2816","english","concussion","negative",1
"2817","english","condemn","negative",1
"2818","english","condemnation","negative",1
"2819","english","condescending","negative",1
"2820","english","condescension","negative",1
"2821","english","confess","negative",1
"2822","english","confession","negative",1
"2823","english","confine","negative",1
"2824","english","confined","negative",1
"2825","english","confinement","negative",1
"2826","english","confiscate","negative",1
"2827","english","confiscation","negative",1
"2828","english","conflagration","negative",1
"2829","english","conflict","negative",1
"2830","english","conflicting","negative",1
"2831","english","confound","negative",1
"2832","english","confounded","negative",1
"2833","english","confuse","negative",1
"2834","english","confusion","negative",1
"2835","english","congestion","negative",1
"2836","english","conjuring","negative",1
"2837","english","conquest","negative",1
"2838","english","conspirator","negative",1
"2839","english","conspire","negative",1
"2840","english","consternation","negative",1
"2841","english","constipation","negative",1
"2842","english","constrain","negative",1
"2843","english","constrained","negative",1
"2844","english","constraint","negative",1
"2845","english","contagion","negative",1
"2846","english","contagious","negative",1
"2847","english","contaminate","negative",1
"2848","english","contaminated","negative",1
"2849","english","contamination","negative",1
"2850","english","contempt","negative",1
"2851","english","contemptible","negative",1
"2852","english","contemptuous","negative",1
"2853","english","contentious","negative",1
"2854","english","contraband","negative",1
"2855","english","contracted","negative",1
"2856","english","contradict","negative",1
"2857","english","contradiction","negative",1
"2858","english","contradictory","negative",1
"2859","english","contrary","negative",1
"2860","english","contrasted","negative",1
"2861","english","contravene","negative",1
"2862","english","contravention","negative",1
"2863","english","controversial","negative",1
"2864","english","controversy","negative",1
"2865","english","convict","negative",1
"2866","english","conviction","negative",1
"2867","english","coop","negative",1
"2868","english","copy","negative",1
"2869","english","copycat","negative",1
"2870","english","coroner","negative",1
"2871","english","corporal","negative",1
"2872","english","corpse","negative",1
"2873","english","correction","negative",1
"2874","english","corrosion","negative",1
"2875","english","corrosive","negative",1
"2876","english","corrupt","negative",1
"2877","english","corrupting","negative",1
"2878","english","corruption","negative",1
"2879","english","cough","negative",1
"2880","english","counsellor","negative",1
"2881","english","coursing","negative",1
"2882","english","covet","negative",1
"2883","english","coward","negative",1
"2884","english","cowardice","negative",1
"2885","english","cowardly","negative",1
"2886","english","crabby","negative",1
"2887","english","crack","negative",1
"2888","english","cracked","negative",1
"2889","english","cracking","negative",1
"2890","english","cramp","negative",1
"2891","english","cramped","negative",1
"2892","english","crank","negative",1
"2893","english","cranky","negative",1
"2894","english","crap","negative",1
"2895","english","crash","negative",1
"2896","english","crawl","negative",1
"2897","english","crazed","negative",1
"2898","english","crazy","negative",1
"2899","english","creaking","negative",1
"2900","english","creature","negative",1
"2901","english","creep","negative",1
"2902","english","crime","negative",1
"2903","english","criminal","negative",1
"2904","english","criminality","negative",1
"2905","english","cringe","negative",1
"2906","english","cripple","negative",1
"2907","english","crippled","negative",1
"2908","english","crisis","negative",1
"2909","english","crisp","negative",1
"2910","english","critic","negative",1
"2911","english","criticism","negative",1
"2912","english","criticize","negative",1
"2913","english","crook","negative",1
"2914","english","cross","negative",1
"2915","english","crouching","negative",1
"2916","english","cruciate","negative",1
"2917","english","crucifixion","negative",1
"2918","english","crude","negative",1
"2919","english","cruel","negative",1
"2920","english","cruelly","negative",1
"2921","english","cruelty","negative",1
"2922","english","crumbling","negative",1
"2923","english","crunch","negative",1
"2924","english","crusade","negative",1
"2925","english","crushed","negative",1
"2926","english","crushing","negative",1
"2927","english","crusty","negative",1
"2928","english","cry","negative",1
"2929","english","crying","negative",1
"2930","english","crypt","negative",1
"2931","english","cuckold","negative",1
"2932","english","cuckoo","negative",1
"2933","english","cull","negative",1
"2934","english","culpability","negative",1
"2935","english","culpable","negative",1
"2936","english","culprit","negative",1
"2937","english","cult","negative",1
"2938","english","cumbersome","negative",1
"2939","english","cunning","negative",1
"2940","english","cupping","negative",1
"2941","english","cur","negative",1
"2942","english","curse","negative",1
"2943","english","cursed","negative",1
"2944","english","cursing","negative",1
"2945","english","cursory","negative",1
"2946","english","cutter","negative",1
"2947","english","cutthroat","negative",1
"2948","english","cutting","negative",1
"2949","english","cyanide","negative",1
"2950","english","cyclone","negative",1
"2951","english","cyst","negative",1
"2952","english","cytomegalovirus","negative",1
"2953","english","dabbling","negative",1
"2954","english","daemon","negative",1
"2955","english","daft","negative",1
"2956","english","dagger","negative",1
"2957","english","damage","negative",1
"2958","english","damages","negative",1
"2959","english","damn","negative",1
"2960","english","damnation","negative",1
"2961","english","damned","negative",1
"2962","english","damper","negative",1
"2963","english","dandruff","negative",1
"2964","english","dandy","negative",1
"2965","english","danger","negative",1
"2966","english","dangerous","negative",1
"2967","english","darken","negative",1
"2968","english","darkened","negative",1
"2969","english","darkness","negative",1
"2970","english","dashed","negative",1
"2971","english","dastardly","negative",1
"2972","english","dazed","negative",1
"2973","english","deactivate","negative",1
"2974","english","deadlock","negative",1
"2975","english","deadly","negative",1
"2976","english","deaf","negative",1
"2977","english","death","negative",1
"2978","english","debacle","negative",1
"2979","english","debauchery","negative",1
"2980","english","debris","negative",1
"2981","english","debt","negative",1
"2982","english","debtor","negative",1
"2983","english","decay","negative",1
"2984","english","decayed","negative",1
"2985","english","deceased","negative",1
"2986","english","deceit","negative",1
"2987","english","deceitful","negative",1
"2988","english","deceive","negative",1
"2989","english","deceived","negative",1
"2990","english","deceiving","negative",1
"2991","english","deception","negative",1
"2992","english","deceptive","negative",1
"2993","english","declination","negative",1
